Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Indicator,Indicator_reference,Indicator_sort,Indicator_hierarchy,Notes
8.2,8.2,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
3,3,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,Residential properties in disrepair,hquad,6,hqua,
69.9,69.9,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
91.4,91.4,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
66.7,66.7,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
68.8,68.8,Percentage,Percentage,,,W01001748,W01001748,1639,,Fairwater (Cardiff) 2,W01001748,1639,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.1,3.1,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,Overcrowded households,ovcr,1,,
8.2,8.2,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,Poor quality housing (residential properties),hqua,3,,
7,7,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.7,1.7,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,Residential properties in disrepair,hquad,6,hqua,
69.2,69.2,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
91.1,91.1,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
67.1,67.1,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
69.3,69.3,Percentage,Percentage,,,W01001749,W01001749,1640,,Fairwater (Cardiff) 3,W01001749,1640,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.6,3.6,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,Overcrowded households,ovcr,1,,
7.8,7.8,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,Poor quality housing (residential properties),hqua,3,,
6.7,6.7,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.8,1.8,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,Residential properties in disrepair,hquad,6,hqua,
71.1,71.1,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
91.1,91.1,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
74.8,74.8,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
71.4,71.4,Percentage,Percentage,,,W01001750,W01001750,1641,,Fairwater (Cardiff) 4,W01001750,1641,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
6.5,6.5,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,Overcrowded households,ovcr,1,,
7.7,7.7,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,Poor quality housing (residential properties),hqua,3,,
6.3,6.3,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.1,2.1,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,Residential properties in disrepair,hquad,6,hqua,
78.9,78.9,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93,93,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
77.3,77.3,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
72.5,72.5,Percentage,Percentage,,,W01001751,W01001751,1642,,Fairwater (Cardiff) 5,W01001751,1642,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.5,1.5,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,Overcrowded households,ovcr,1,,
12.2,12.2,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,Poor quality housing (residential properties),hqua,3,,
10.1,10.1,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
3.5,3.5,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,Residential properties in disrepair,hquad,6,hqua,
54.3,54.3,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
84.9,84.9,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
50.6,50.6,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
64,64,Percentage,Percentage,,,W01001752,W01001752,1643,,Fairwater (Cardiff) 6,W01001752,1643,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
6,6,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,Overcrowded households,ovcr,1,,
6.7,6.7,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,Poor quality housing (residential properties),hqua,3,,
5.8,5.8,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
1.2,1.2,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,Residential properties in disrepair,hquad,6,hqua,
75.1,75.1,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.6,87.6,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
73.9,73.9,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
72.7,72.7,Percentage,Percentage,,,W01001753,W01001753,1644,,Fairwater (Cardiff) 7,W01001753,1644,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.9,1.9,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,Overcrowded households,ovcr,1,,
11,11,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,Poor quality housing (residential properties),hqua,3,,
9.8,9.8,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.9,2.9,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,Residential properties in disrepair,hquad,6,hqua,
59.6,59.6,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
88.7,88.7,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
61.6,61.6,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
66.9,66.9,Percentage,Percentage,,,W01001754,W01001754,1645,,Fairwater (Cardiff) 8,W01001754,1645,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.9,1.9,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,Overcrowded households,ovcr,1,,
21.3,21.3,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,Poor quality housing (residential properties),hqua,3,,
17.2,17.2,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
6,6,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,Residential properties in disrepair,hquad,6,hqua,
57.2,57.2,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
75.1,75.1,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
64.6,64.6,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
65.8,65.8,Percentage,Percentage,,,W01001755,W01001755,1646,,Gabalfa 1,W01001755,1646,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
6.7,6.7,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,Overcrowded households,ovcr,1,,
12,12,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,Poor quality housing (residential properties),hqua,3,,
11.7,11.7,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.8,2.8,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,Residential properties in disrepair,hquad,6,hqua,
73,73,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.3,85.3,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
67.8,67.8,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
70,70,Percentage,Percentage,,,W01001756,W01001756,1647,,Gabalfa 2,W01001756,1647,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.9,3.9,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,Overcrowded households,ovcr,1,,
27.8,27.8,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,Poor quality housing (residential properties),hqua,3,,
22.8,22.8,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
6.5,6.5,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,Residential properties in disrepair,hquad,6,hqua,
60,60,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
78.4,78.4,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
66.9,66.9,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
67.7,67.7,Percentage,Percentage,,,W01001757,W01001757,1648,,Gabalfa 3,W01001757,1648,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
3.8,3.8,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,Overcrowded households,ovcr,1,,
27.1,27.1,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,Poor quality housing (residential properties),hqua,3,,
23.1,23.1,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
6.7,6.7,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,Residential properties in disrepair,hquad,6,hqua,
62.3,62.3,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.2,87.2,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
65.4,65.4,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
67,67,Percentage,Percentage,,,W01001758,W01001758,1649,,Gabalfa 4,W01001758,1649,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
4.9,4.9,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Overcrowded households,ovcr,1,,
4.7,4.7,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Poor quality housing (residential properties),hqua,3,,
4.4,4.4,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
0.4,0.4,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Residential properties in disrepair,hquad,6,hqua,
66.4,66.4,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
90.6,90.6,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
68.2,68.2,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
71.6,71.6,Percentage,Percentage,,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
5.9,5.9,Percentage,Percentage,,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Overcrowded households,ovcr,1,,
12.8,12.8,Percentage,Percentage,,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Poor quality housing (residential properties),hqua,3,,
11.7,11.7,Percentage,Percentage,,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Residential properties containing serious hazards,hquah,5,hqua,
2.9,2.9,Percentage,Percentage,,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Residential properties in disrepair,hquad,6,hqua,
